	entry_ac	architecture
18487	Q5ZPR3	PF07686
18488	Q16548	PF00452
18489	P00966	PF00764
18490	Q13829	PF02214
18491	O94910	PF00002;PF01825;PF02140;PF02191;PF02354;PF02793;PF16489
18492	Q67FW5	PF00535
18493	Q7Z4G1	PF07258
18494	Q6P1J9	PF05179;PF16050
18495	Q8NHY0	PF00535
18496	Q8IZF2	PF00002;PF01390;PF01825
18497	P01732	PF07686
18498	Q9UIF8	PF00439;PF00628;PF01429;PF02791;PF15613
18499	Q8IXM2	
18500	Q9NZA1	PF13417
18501	Q9Y6B7	PF01602;PF09066
18502	P50895	PF07686;PF08205;PF13895
18503	P19801	PF01179;PF02727;PF02728
18504	Q9NRK6	PF00005;PF00664
18505	Q96P50	PF00169;PF01412
18506	P11362	PF00047;PF07679;PF07714;PF18123
18507	Q14314	PF00147
18508	Q86X51	
18509	Q8IXT1	PF08646
18510	P09769	PF00017;PF00018;PF07714
18511	Q9UHI6	PF00270;PF00271
18512	P0DPQ6	
18513	Q8N6M3	PF10261
18514	Q11130	PF00852;PF17039
18515	Q9GZR7	PF00270;PF00271
18516	P51993	PF00852;PF17039
18517	Q9NUL7	PF00270;PF00271
18518	Q9Y6V7	PF00270;PF00271
18519	Q86VR8	
18520	Q96CP2	PF15423
18521	Q9NY93	PF00270;PF00271
18522	P51116	PF00013;PF05641;PF12235;PF16096;PF17904;PF18336
18523	Q8IY21	PF00270;PF00271
18524	P62942	PF00254
18525	Q5VWT5	PF14603
18526	P81408	PF04103
18527	Q6NSW5	
18528	P26885	PF00254
18529	Q9H0Q3	PF02038
18530	Q5JX71	PF15206
18531	A0A1B0GTK4	
18532	Q9H479	PF03881
18533	F2Z333	PF17742
18534	Q9Y2H6	PF00041
18535	Q14332	PF01392;PF01534
18536	Q8N8J7	PF15378
18537	Q9Y4J8	PF00569;PF09068;PF09069
18538	Q9ULV1	PF01392;PF01534
18539	P49356	PF00432
18540	Q9H4E7	PF00169
18541	Q6QHC5	PF00487;PF08557
18542	Q96PT4	PF00046
18543	Q8NEG7	PF09794
18544	Q9UER7	PF03344
18545	Q9Y261	PF00250;PF08430;PF09354
18546	Q01167	PF00250;PF00498
18547	P33402	PF00211;PF07700;PF07701
18548	P03372	PF00104;PF00105;PF02159;PF12743
18549	O75923	PF00168;PF08150;PF08151;PF08165;PF16165
18550	Q902F9	PF00517;PF13804
18551	Q6ZN04	PF00013
18552	P26012	PF00362;PF07974;PF17205
18553	O43934	PF05978
18554	P53671	PF00412;PF00595;PF07714
18555	Q13099	PF13174;PF13181
18556	Q6NYC1	PF02373
18557	Q9UK76	PF17054
18558	Q5VYS4	
18559	Q86T90	PF15369
18560	Q14D04	PF00169
18561	O43261	
18562	Q969R8	PF15907
18563	Q7Z3Y7	PF00038
18564	Q9HBE5	
18565	Q8NEV9	
18566	P16871	PF00041;PF18447
18567	A0A1B0GVN3	
18568	Q53HL2	PF10444;PF10512
18569	Q14444	PF12287;PF18293
18570	Q9BXF3	PF00439
18571	O94788	PF00171
18572	P00395	PF00115
18573	Q5SZQ8	PF00076
18574	O60885	PF00439;PF17035;PF17105
18575	Q8TDC3	PF00069
18576	Q8TCT0	PF00781
18577	Q96BT1	
18578	Q8N5B7	PF00046;PF03798
18579	Q16568	PF06373
18580	Q8TBZ0	
18581	Q2TAA5	PF00534;PF15924
18582	Q5TEZ4	
18583	O60729	PF00782;PF14671
18584	Q96M63	
18585	P07327	PF00107;PF08240
18586	P00326	PF00107;PF08240
18587	Q9Y4X3	PF00048
18588	Q9UKP4	PF00090;PF01421;PF01562;PF05986;PF17771
18589	Q8TD31	PF07111
18590	Q6NXE6	PF00514
18591	P55345	PF00018;PF05175
18592	Q6P2P2	
18593	Q8WWZ7	PF00005
18594	P08195	PF00128;PF16028
18595	Q9Y3Q7	PF00200;PF01421;PF01562;PF08516
18596	Q9UBJ2	PF00005;PF06472
18597	Q8TF21	PF00023;PF12796
18598	Q9H013	PF00200;PF01421;PF01562;PF08516
18599	Q09428	PF00005;PF00664
18600	Q7Z6V5	PF14437
18601	Q08828	PF00211;PF16214
18602	Q7Z695	PF03109
18603	Q96SE0	PF00561
18604	P11310	PF00441;PF02770;PF02771
18605	P16219	PF00441;PF02770;PF02771
18606	Q8WTU0	PF00240;PF09668
18607	Q8NEV8	
18608	Q93063	PF03016;PF09258
18609	Q6IB77	PF06021;PF08444
18610	Q9BX63	PF06733;PF13307
18611	Q14289	PF00373;PF03623;PF07714;PF18038
18612	Q9ULE3	PF02141;PF03455;PF03456
18613	O95479	PF00479;PF01182;PF02781
18614	O15540	PF00061
18615	P12104	PF00061
18616	Q6PJQ5	PF00250
18617	A6NFH5	PF00061
18618	Q9HAH7	PF15336
18619	Q13409	PF00400;PF11540
18620	Q96AY2	PF02732
18621	Q9Y6T7	PF00130;PF00609;PF00781;PF13499;PF14513
18622	Q6YFQ2	PF02297
18623	P80365	PF00106
18624	P49137	PF00069
18625	Q8IW41	PF00069
18626	Q15555	PF00307;PF03271
18627	Q9Y4F3	PF01936;PF11608;PF12872
18628	O60337	PF12906
18629	Q9NX47	PF12906
18630	Q12891	PF01630
18631	O43820	PF01630
18632	P78552	PF09240;PF18001
18633	Q86XN8	PF00013
18634	B1ANH7	
18635	Q9BQG0	PF04931
18636	P41968	PF00001
18637	P01591	PF15097
18638	Q96QV1	PF03024;PF07995
18639	P05013	PF00143
18640	Q2LD37	PF10479
18641	Q8NFP4	PF00629
18642	Q6UYE1	PF15760
18643	O60241	PF00002;PF00090;PF01825;PF16489
18644	Q8N6Q3	PF00021
18645	P20963	PF02189;PF11628
18646	Q8IZL9	PF00069
18647	P59780	PF01217
18648	Q96NY7	
18649	A6NHQ2	PF01269
18650	P98177	PF00250;PF16676
18651	Q0VG06	PF15146
18652	Q99988	PF00019
18653	P35556	PF00683;PF07645;PF12661;PF12662;PF18193
18654	Q9H1M3	PF13841
18655	P42685	PF00017;PF00018;PF07714
18656	Q9Y6C2	PF00386;PF01391;PF07546
18657	Q86VI1	PF06046
18658	Q9H8M9	PF14851
18659	P36269	
18660	Q8N954	PF01585;PF13821
18661	Q8TF64	PF00595
18662	Q99581	PF00178
18663	O60258	PF00167
18664	O75356	PF01150
18665	Q9H5Z1	PF00271;PF04408;PF07717
18666	Q8IYW4	PF01417
18667	Q9HA90	PF15799
18668	Q14264	
18669	P49961	PF01150
18670	O43320	PF00167
18671	Q8NBJ4	
18672	Q86XS8	PF02225;PF13639
18673	P78334	PF02931;PF02932
18674	P22466	PF01296;PF06540
18675	O60610	PF02181;PF06345;PF06346;PF06367;PF06371
18676	O00591	PF02931;PF02932
18677	Q9Y3E0	PF04178
18678	Q8NFN8	PF00003
18679	Q8N6U8	PF00001
18680	Q86UL3	PF01553
18681	Q6NUI2	
18682	P54762	PF00041;PF00536;PF01404;PF07714;PF14575
18683	Q9NZD1	PF00003
18684	Q9UBS4	PF00226;PF01556
18685	Q14393	PF00054;PF00594;PF02210;PF07645;PF12661;PF12662
18686	Q96D09	PF04826
18687	O75165	PF00226;PF14237
18688	Q9H819	PF00226;PF09320
18689	Q9NVM6	PF00076;PF00226
18690	Q9Y6I3	PF01417
18691	Q14118	PF05454;PF18424
18692	Q96KS0	PF13640
18693	A6NHQ4	PF15223
18694	Q14677	PF01417
18695	Q8NEA6	PF00096
18696	Q92796	PF00018;PF00595;PF00625;PF10600
18697	Q9NYJ7	PF00008;PF12661
18698	Q92643	PF01650
18699	P36383	PF00029
18700	O14944	
18701	Q6E0U4	
18702	P48449	PF13243;PF13249
18703	Q9H069	
18704	Q5VUJ9	
18705	A8MYA2	PF15483
18706	P52824	PF00130;PF00609;PF00781;PF00788
18707	Q9H5V9	
18708	P53355	PF00023;PF00069;PF00531;PF12796
18709	Q96DE9	
18710	Q7Z429	PF01027
18711	P46199	PF00009;PF11987
18712	Q9UL51	PF00027;PF00520;PF08412
18713	Q96PE7	
18714	Q5TB80	
18715	O14613	PF00786;PF14957
18716	Q9NW68	PF03909
18717	Q569K6	
18718	Q9GZU0	PF15130
18719	Q8N8Q8	PF02096
18720	A5D8V7	
18721	Q9H8X3	
18722	P00450	PF00394;PF07731;PF07732
18723	Q13948	PF08172
18724	Q6UXS9	PF00619
18725	A6NHX0	PF13840;PF18700
18726	Q2TAC2	
18727	P15848	PF00884
18728	Q96KT6	
18729	Q76M96	PF13778
18730	Q68CP9	PF01388;PF02257
18731	Q8TE58	PF00090;PF01421;PF01562;PF05986;PF17771
18732	P41002	PF00134;PF00646;PF02984
18733	P46100	PF00176;PF00271;PF17981
18734	P51959	PF00134
18735	Q8NBF6	PF09794
18736	P51681	PF00001
18737	Q8WVX3	PF17696
18738	Q7Z3S7	PF08399;PF08473;PF13768
18739	O75752	PF01762
18740	Q6PB30	
18741	Q02641	PF00625;PF12052
18742	Q719I0	PF09229
18743	Q9BUF7	
18744	Q14004	PF00069
18745	Q99062	PF00041;PF06328
18746	Q6UW56	
18747	P06576	PF00006;PF02874
18748	Q00537	PF00069
18749	Q8ND07	PF14988
18750	O95196	PF06566;PF06567
18751	P50583	PF00293
18752	Q99627	PF10075
18753	P10645	PF01271
18754	Q9NZK5	PF00962;PF08451
18755	P41238	PF18774
18756	O94929	PF00412;PF02209;PF16182
18757	Q9H221	PF00005;PF01061
18758	P49748	PF00441;PF02770;PF02771
18759	Q5XG92	PF00135
18760	Q9C0D6	PF02181
18761	Q9NVP1	PF00270;PF00271;PF13959
18762	B3EWG6	PF15825
18763	Q8TEA8	PF02580
18764	Q9UNN5	PF00789
18765	Q96CS3	PF00789
18766	P0C875	
18767	Q5T7N8	PF15832
18768	Q08E93	PF15832
18769	Q9P278	PF14636;PF14637;PF14638
18770	Q8N5Q1	PF12480
18771	Q658T7	PF15288
18772	Q6L9T8	PF14976
18773	P03951	PF00024;PF00089
18774	Q08495	PF02209;PF16182
18775	O43524	PF00250;PF16675;PF16676
18776	Q86SG3	PF00076
18777	Q13117	PF00076
18778	M0R2J8	
18779	Q8N0W3	PF00288;PF07959;PF08544
18780	Q99665	PF00041;PF06328
18781	O95256	PF01582;PF13895;PF18452
18782	P19823	PF00092;PF06668;PF08487
18783	Q16836	PF00725;PF02737
18784	Q13572	PF05770;PF17927
18785	Q13797	PF01839;PF08441
18786	P02686	PF01669
18787	Q9UQF2	PF00640;PF14604
18788	Q5T953	PF05760
18789	Q7Z7M0	PF00053;PF00431;PF01437;PF07645;PF12947
18790	P35225	PF03487
18791	Q99741	PF09079;PF13401;PF17872
18792	P35219	PF00194
18793	P08962	PF00335
18794	Q86SQ6	PF00002
18795	Q92934	PF10514
18796	Q9BY15	PF00002;PF01825;PF07645;PF16489
18797	Q9NP61	PF01412
18798	Q9NPF2	PF03567
18799	Q86X52	PF05679
18800	Q9NS84	PF00685
18801	Q9NYF8	PF15440
18802	Q16740	PF00574
18803	P25054	PF00514;PF05923;PF05924;PF05937;PF05956;PF05972;PF16689;PF18797
18804	Q8N4C0	
18805	Q17RY0	PF16366;PF16367
18806	P02748	PF00057;PF00090;PF01823
18807	Q6UXS0	PF00059
18808	A0A1W2PPM1	PF00046
18809	Q6NSI1	PF12796
18810	Q9UHP7	PF00059
18811	O75131	PF00168;PF07002
18812	Q6UXB4	PF00059
18813	P51788	PF00654
18814	P31327	PF00117;PF00988;PF02142;PF02786;PF02787;PF18302
18815	Q3L8U1	PF00176;PF00271;PF00385;PF07533
18816	Q8TCG5	PF00755;PF16484
18817	Q8IY63	PF12240
18818	Q9BSJ5	
18819	Q96MZ4	
18820	Q9Y4K1	PF00030;PF00652
18821	P12821	PF01401
18822	P30533	PF06400;PF06401
18823	Q9BU40	PF00093
18824	P04746	PF00128;PF02806
18825	Q9H336	PF00188;PF03815
18826	Q15173	PF01603
18827	A2A2Z9	PF12001;PF12796;PF14915
18828	P20309	PF00001
18829	Q9Y478	PF04739;PF16561
18830	Q8NHS2	PF00155
18831	Q5TZA2	
18832	P63267	PF00022
18833	Q86XS5	PF00147
18834	Q6PCB6	PF12146
18835	Q9BYD9	PF00022
18836	Q12955	PF00023;PF00531;PF00791;PF12796;PF13606;PF17809
18837	Q9H8Y5	PF00023;PF18716;PF18826
18838	O60678	
18839	Q8IUA7	PF00005
18840	Q8NCV1	PF00035;PF02137
18841	Q6UXT9	PF12146
18842	P16066	PF00211;PF01094;PF07714
18843	P35368	PF00001
18844	O75078	PF00200;PF01421;PF01562;PF07974;PF08516
18845	Q9H9E1	PF12796
18846	A6NF34	PF00092;PF05587
18847	Q6AI12	
18848	Q16853	PF01179;PF02727;PF02728
18849	Q8N0Z2	PF14705
18850	Q7Z6M2	PF12937
18851	Q15018	
18852	O43402	PF03665
18853	Q05193	PF00169;PF00350;PF01031;PF02212
18854	P0C7X4	PF00210
18855	Q92935	PF03016;PF09258
18856	Q06787	PF00013;PF05641;PF12235;PF16098;PF17904;PF18336
18857	O43427	PF05427
18858	Q96GQ7	PF00270;PF00271
18859	Q16690	PF00581;PF00782
18860	Q8IYD8	PF00271;PF02732;PF04851;PF16783
18861	Q96IJ6	PF00132;PF00483
18862	O15121	PF00487;PF08557
18863	P25774	PF00112;PF08246
18864	Q7Z7H3	
18865	Q5NE16	
18866	P61923	PF01217
18867	Q9Y232	PF00378;PF00385
18868	A6NGY3	PF17666
18869	Q96GS4	PF10157
18870	Q9P2H0	PF15352
18871	Q96MH7	PF15016;PF15025
18872	Q8NHY2	PF00400
18873	Q96LZ3	PF13499
18874	O94986	
18875	Q01850	
18876	Q7Z591	PF12443
18877	P53567	PF07716
18878	Q8TDL5	PF01273;PF02886
18879	Q14002	PF07686
18880	Q12830	PF00439;PF00628;PF02791;PF15613
18881	O95503	PF00385;PF17218
18882	Q6UXT8	PF15129
18883	Q5JTW2	PF13516
18884	Q6ZMU1	PF00207;PF07678
18885	Q96IZ2	PF04750
18886	Q9Y2A9	PF01762
18887	P54132	PF00270;PF00271;PF00570;PF08072;PF09382;PF16124;PF16202;PF16204
18888	P01730	PF00047;PF05790;PF09191;PF12104
18889	Q9NR09	PF00179;PF00653;PF12356
18890	O14519	PF09806
18891	O75843	PF01602;PF02883
18892	Q5K131	
18893	P60006	PF15243
18894	Q96KH6	
18895	Q7Z4B0	
18896	Q9Y2I7	PF00118;PF00610;PF01363;PF01504
18897	O75947	PF05873
18898	P30542	PF00001
18899	P50238	PF00412
18900	A6QL64	PF12796;PF14915
18901	Q4L235	PF00501;PF00550;PF13360;PF13570
18902	P30154	PF02985
18903	Q9UGJ0	PF00571
18904	P62736	PF00022
18905	P16860	PF00212
18906	P23582	PF00212
18907	Q9Y5C1	PF00147
18908	Q99873	PF13649
18909	Q5VUY0	PF07859
18910	P04083	PF00191
18911	Q9NYB9	PF07815;PF14604
18912	Q96NW4	PF00023;PF02204;PF12796
18913	Q96P26	PF06189
18914	Q53RE8	PF12796
18915	Q13085	PF00289;PF00364;PF01039;PF02785;PF02786;PF08326
18916	Q92466	PF00400
18917	Q9Y3B6	PF03665
18918	O94830	PF00536;PF02825;PF02862
18919	P23415	PF02931;PF02932
18920	P22607	PF07679;PF07714;PF18123
18921	O75369	PF00307;PF00630
18922	Q13643	PF00412
18923	B3EWG3	PF15825
18924	Q92771	PF06733;PF13307
18925	A6NHG4	PF01187
18926	Q49A17	PF00535;PF00652
18927	Q96FN9	PF02580
18928	Q9UHL0	PF00270;PF00271
18929	Q4VC44	PF04500;PF15423
18930	Q6P995	PF10577
18931	Q3ZCQ3	PF06679
18932	Q96ME1	PF00646
18933	Q8IWN6	
18934	A6NKX1	
18935	Q8NBA8	PF03942
18936	A6H8Z2	PF14753
18937	Q9Y5Q0	PF00173;PF00487
18938	Q8NEJ0	PF00782
18939	Q9BTP7	PF12826;PF17949
18940	Q7L8L6	PF06743;PF08368;PF08373
18941	Q8TAV0	PF16046
18942	Q9Y421	PF08555
18943	P08588	PF00001
18944	Q8TE57	PF00090;PF01421;PF01562;PF05986;PF08686;PF17771
18945	Q96GD4	PF00069
18946	Q5T9G4	PF04826
18947	Q9Y4W6	PF00004;PF01434;PF06480;PF17862
18948	O95180	PF00520
18949	C9J202	
18950	Q5KU26	PF00059;PF01391
18951	Q5T0J3	PF17739
18952	O60909	PF02709;PF13733
18953	Q07002	PF00069
18954	P09919	PF16647
18955	A6NM45	PF00822
18956	Q96BJ3	PF08910;PF14186
18957	P24941	PF00069
18958	Q5SYC1	PF00650;PF03765
18959	Q6HA08	PF01400
18960	O14525	PF18411
18961	P0C843	PF15870
18962	L0R819	
18963	Q5QGZ9	PF00059
18964	A5D8T8	PF00059;PF00188
18965	Q9UKT6	PF12937
18966	Q9NYJ1	
18967	Q96F83	PF15045
18968	A6NEQ2	PF15238
18969	Q96FN4	PF00168;PF07002
18970	Q96A23	PF00168;PF07002
18971	Q14CN2	PF00092;PF08434
18972	Q6DCA0	PF01871
18973	Q16671	PF00069;PF01064
18974	Q8WYQ3	PF06747
18975	Q13315	PF00454;PF02259;PF02260;PF11640
18976	Q96AP0	
18977	Q68CJ9	PF00170
18978	O60519	PF07716
18979	P08697	PF00079
18980	Q15822	PF02931;PF02932
18981	P54107	PF00188;PF08562
18982	Q9NZV1	PF00093;PF00219;PF02822
18983	Q9Y614	PF00022
18984	Q8IVF6	PF12001;PF12796;PF14915
18985	Q5CZ79	PF12796;PF14915
18986	Q13131	PF00069;PF16579
18987	Q8IUI8	
18988	Q00005	
18989	P00505	PF00155
18990	Q9UBG3	PF01023
18991	Q99424	PF01756;PF02770;PF14749
18992	Q8NER5	PF07714;PF08515
18993	Q7Z5J8	PF00514
18994	Q99758	PF00005
18995	P25100	PF00001
18996	O75689	PF00169;PF01412
18997	O43306	PF00211;PF06327;PF16214
18998	Q99965	PF00200;PF01421;PF01562;PF08516
18999	P20711	PF00282
19000	P08912	PF00001
19001	Q8NC06	PF00887
19002	Q6PGQ1	
19003	Q8N441	PF07679
19004	Q5T1H1	PF00008;PF02210;PF12661
19005	Q6IAN0	PF00106
19006	Q92499	PF00270;PF00271;PF00622
19007	Q96A29	PF03151
19008	Q13206	PF00270;PF00271;PF13959
19009	Q6P4F1	PF00852;PF17039
19010	Q96EV8	PF04440
19011	Q8N8A6	PF00270;PF00271
19012	Q9NXZ2	PF00013;PF00270;PF00271
19013	A1A519	PF17734
19014	Q86W67	
19015	Q15007	PF17098
19016	Q96SL8	PF00096
19017	O95864	PF00173;PF00487
19018	Q9NPG1	PF01392;PF01534
19019	P0DMU3	PF15897
19020	Q8TBE3	
19021	Q96D05	PF15378
19022	Q5VW36	PF11229;PF12530
19023	A6NNJ1	PF15288
19024	Q8N5W8	PF15193
19025	Q6NZ36	PF15750;PF15751
19026	Q01523	PF00323;PF00879
19027	P98173	PF15711
19028	Q7L622	PF00632
19029	P00748	PF00008;PF00039;PF00040;PF00051;PF00089
19030	Q13202	PF00581;PF00782
19031	O94850	PF15498
19032	Q9BYB4	PF00400
19033	O95837	PF00503
19034	P50148	PF00503
19035	Q14576	PF00076
19036	A4QMS7	PF15074
19037	P63098	PF13499
19038	O60238	PF06553
19039	Q12904	PF01588
19040	O75155	PF08623
19041	P20160	PF00089
19042	Q96B45	PF16088
19043	Q99807	PF03232
19044	P06731	PF07686;PF13895
19045	Q12802	PF00621;PF10522;PF17838
19046	P17676	PF07716
19047	P31146	PF00400;PF08953;PF08954
19048	Q9HAW0	PF08271
19049	Q15059	PF00439;PF17035
19050	Q9BUN5	PF13270
19051	Q9H0C5	PF00651;PF07707;PF08005
19052	Q8NDH2	PF15804
19053	Q8NDM7	
19054	Q156A1	
19055	P36405	PF00025
19056	Q9NR80	PF00018;PF00169;PF00621
19057	O15265	PF08313
19058	P04920	PF00955;PF07565
19059	P54289	PF00092;PF08399;PF08473
19060	Q96KQ4	PF00018;PF12796
19061	Q5M9N0	PF15921
19062	A7E2U8	PF15239
19063	A8MQ03	PF10631
19064	Q8TD06	
19065	Q6ZMB0	PF01762
19066	A9YTQ3	PF00010;PF00989
19067	Q8TBE0	PF01426
19068	Q9HBU1	PF00046
19069	P25098	PF00069;PF00169;PF00615
19070	P49760	PF00069
19071	Q9BXC9	PF14781;PF14782;PF14783
19072	Q4VC05	PF04714
19073	Q8TAL5	PF15504
19074	Q8N9P6	
19075	Q5VYM1	
19076	Q76L83	PF05066;PF13919;PF13922
19077	Q02985	PF00084
19078	Q9BUQ8	PF00270;PF00271
19079	Q6ZWL3	PF00067
19080	Q8IZV2	PF01284
19081	P08572	PF01391;PF01413
19082	P29400	PF01391;PF01413
19083	Q8WYN0	PF03416
19084	Q8N6U2	
19085	Q9Y4P1	PF03416
19086	Q96M19	
19087	G3V211	
19088	Q9GZY4	PF08695
19089	O95352	PF00899;PF16420
19090	A6NL99	PF00230
19091	P07360	PF00061
19092	Q14050	PF01391
19093	Q96IL0	PF10231
19094	Q9NY25	PF00059
19095	Q15884	PF04103
19096	Q8N6G6	PF00090;PF07679;PF08686
19097	A8K7I4	PF08434;PF13519
19098	Q6UY14	PF00090;PF05986;PF08686
19099	Q86TH1	PF00090;PF05986;PF08686
19100	Q86WK6	PF07679;PF13855
19101	O75508	PF00822
19102	A2RUQ5	
19103	Q9NQ79	PF07593;PF07645
19104	Q8NF67	PF14915
19105	Q9H4A4	PF01433;PF09127
19106	P49418	PF03114;PF14604
19107	Q8IWX8	PF01585;PF01805;PF04818
19108	P23508	PF10506
19109	Q04917	PF00244
19110	Q6UX39	PF15757
19111	Q9NW15	PF04547
19112	O75179	PF00013;PF00023;PF12796
19113	Q8WU67	PF00561
19114	Q9NXR5	PF12796
19115	P28330	PF00441;PF02770;PF02771
19116	Q08722	PF04549;PF08204
19117	Q5T3F8	PF02714;PF13967;PF14703
19118	Q9NVV5	PF04750
19119	Q8IUQ0	PF00650;PF03765
19120	Q8NFJ9	PF14779
19121	Q9UNS2	PF01399
19122	O00512	PF11502
19123	A2AJT9	PF15440
19124	O95996	PF00514;PF05923;PF05924;PF05956;PF16689;PF18797
19125	A6NGG3	PF17694
19126	Q9BUW7	
19127	Q86YQ8	PF00168;PF07002
19128	Q8IYJ1	PF00168;PF07002
19129	Q9Y6N3	PF08434
19130	Q9UII2	PF04568
19131	P51800	PF00571;PF00654
19132	Q9HCK8	PF00176;PF00271;PF00385;PF07533
19133	Q12873	PF00176;PF00271;PF00385;PF00628;PF06461;PF06465;PF08073;PF08074
19134	Q8IXS0	PF15344
19135	Q96MF6	PF03364
19136	P54710	PF02038
19137	A8MU93	
19138	Q5VTL7	
19139	Q96SW2	PF02190;PF03226
19140	P22303	PF00135;PF08674
19141	Q4VXF1	
19142	Q9UGM1	PF02931;PF02932
19143	H7BZ55	
19144	Q494W8	PF02931;PF02932
19145	Q9C0C7	
19146	O96017	PF00069;PF00498
19147	P08172	PF00001
19148	O60239	PF05276
19149	Q9Y305	
19150	Q8TC94	PF00022
19151	Q08043	PF00307;PF00435;PF08726
19152	Q8NI99	PF00147
19153	Q8N957	PF00041
19154	P45381	PF04952
19155	Q8TDY3	PF00022
19156	Q96AK3	
19157	Q13542	PF05456
19158	Q9P0K1	PF00200;PF01421;PF01562;PF07974;PF08516
19159	Q86W74	PF12796
19160	P46098	PF02931;PF02932
19161	Q969K4	PF00651;PF12796
19162	O75027	PF00005;PF00664
19163	A6NIJ5	PF15288
19164	Q969I3	PF06021;PF08444
19165	Q49A26	PF00855;PF03446;PF14833
19166	O60883	PF00001
19167	Q9H0Q0	PF07159
19168	Q14517	PF00008;PF00028;PF02210
19169	Q9H3Q3	PF06990
19170	O00148	PF00270;PF00271
19171	O15353	PF00250
19172	P0DMC3	
19173	P46926	PF01182
19174	Q6ZMW3	PF00400;PF03451;PF12894
19175	Q9NZC3	PF03009
19176	P0C7V8	PF00400
19177	Q9NVF7	PF00646
19178	Q66K64	PF14939
19179	P19525	PF00035;PF00069
19180	P22794	PF05399
19181	P01225	PF00007
19182	Q9BXM9	PF00622
19183	P0CL82	PF05831
19184	Q5H9T9	
19185	Q6GPI1	PF00089
19186	Q99259	PF00282
19187	P19113	PF00282
19188	Q9BRP7	PF03147;PF10354
19189	A6NCI8	PF15442
19190	O75808	PF00641;PF00648
19191	Q9BXY5	
19192	P51636	PF01146
19193	Q6UY09	
19194	Q96ST8	
19195	Q96MI9	PF00246;PF18027
19196	Q8N5N4	
19197	Q5T6M2	
19198	P15121	PF00248
19199	Q9H8W2	
19200	Q7Z4L0	PF02285
19201	Q6ZNB7	PF04116
19202	Q9NY30	PF07742
19203	P00751	PF00084;PF00089;PF00092
19204	Q9H7B7	
19205	P41180	PF00003;PF01094;PF07562
19206	Q6UWY0	PF00884
19207	P60827	PF00386;PF01391
19208	Q8WXK1	PF07525;PF12796
19209	P12107	PF01391;PF01410;PF02210
19210	Q9BXI9	PF00386;PF01391
19211	Q9NZP8	PF00089;PF00431
19212	Q8N1B3	PF00134
19213	Q9Y5K6	PF00018;PF14604
19214	Q13634	PF00028;PF01049
19215	K7EIQ3	
19216	Q96CA5	PF00653
19217	Q8WZ19	PF02214
19218	Q9UPM9	PF07162
19219	Q8IWY9	PF15296
19220	Q9P281	PF01426
19221	Q9Y600	PF00282
19222	Q9H5V8	
19223	Q9NSY1	PF00069;PF15282
19224	Q8TAM1	PF00118
19225	P61204	PF00025
19226	Q9H0R1	PF00928
19227	Q13098	PF01399;PF10602
19228	Q7Z6R9	PF03299
19229	Q9NRG0	PF00808
19230	A8MV24	PF15075
19231	Q8NE62	PF00732;PF05199
19232	A0A1B0GUU1	
19233	P45954	PF00441;PF02770;PF02771
19234	P19652	PF00061
19235	P78560	PF00531;PF00619
19236	Q5QJU3	PF05875
19237	Q5RGS3	
19238	Q04844	PF02931;PF02932
19239	Q13231	PF00704;PF01607
19240	P35790	
19241	Q13324	PF00002;PF02793
19242	Q92688	
19243	Q9UKU0	PF00501
19244	Q8WYK0	PF01852;PF03061
19245	P54646	PF00069;PF16579
19246	O43423	
19247	Q8NFD2	PF00023;PF07714;PF12796;PF13606
19248	A8MUL3	
19249	Q9UJ72	PF00191
19250	Q8N9V6	PF12796
19251	Q9ULW3	
19252	Q8WW38	
19253	Q9UBU6	PF06271
19254	P34897	PF00464
19255	P49327	PF00107;PF00109;PF00550;PF00698;PF00975;PF02801;PF08242;PF08659;PF14765;PF16197
19256	P51161	
19257	Q15517	
19258	Q9H9S4	PF08569
19259	Q8N4F0	PF01273;PF02886
19260	Q92903	
19261	P08861	PF00089
19262	P0C854	
19263	Q92879	PF00076
19264	Q9UPW5	PF00246;PF18027
19265	Q8IU89	PF00046;PF03798
19266	P10176	PF02285
19267	Q6ZVT6	PF05018
19268	P45973	PF00385;PF01393
19269	Q8NFR7	
19270	O60397	PF02238
19271	A6QL63	PF00651;PF12796;PF13606
19272	Q8IYT3	
19273	Q96MF4	
19274	O00481	PF00622;PF07686;PF13765
19275	Q96KJ9	PF02936
19276	A5D8W1	
19277	Q9BX70	PF00651;PF07707;PF08005
19278	P58397	PF00090;PF01421;PF01562;PF05986;PF17771
19279	Q9NUG4	PF16545
19280	P46092	PF00001
19281	P78396	PF00134;PF02984
19282	Q6UXC1	PF00057;PF00629
19283	P51816	PF05110
19284	Q5TG92	
19285	Q9NSK7	
19286	Q99440	
19287	P15812	PF07654;PF16497
19288	Q5JW98	PF14798
19289	Q14894	PF02423
19290	Q9HAR2	PF00002;PF01825;PF02140;PF02191;PF02354;PF02793;PF16489
19291	Q96PE1	PF00002;PF01825;PF13855
19292	Q96FF9	PF09666
19293	Q9UQB8	PF08397;PF14604
19294	Q7Z408	PF00084;PF00431
19295	P09564	PF07686
19296	Q99653	PF13499
19297	Q9UBW8	PF01399;PF18392
19298	Q8IWZ6	
19299	Q17RA5	
19300	O15382	PF01063
19301	Q8N4C9	PF15829
19302	O60478	
19303	P15882	PF00017;PF00130;PF00620
19304	Q9UNE7	PF04564;PF18391
19305	Q6WN34	PF00093
